update,state,start_date,end_date,total_cases,new_cases,total_deaths,new_deaths,old_cases,active_cases
2020-01-23,AK,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,AK,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,AK,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,AK,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,AK,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,AK,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,AK,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,AK,2020-03-05,2020-03-11,0,0,0,0,0,0
2020-03-19,AK,2020-03-12,2020-03-18,11,11,0,0,0,11
2020-03-26,AK,2020-03-19,2020-03-25,63,52,1,1,11,62
2020-04-02,AK,2020-03-26,2020-04-01,149,86,3,2,63,146
2020-04-09,AK,2020-04-02,2020-04-08,235,86,7,4,149,228
2020-04-16,AK,2020-04-09,2020-04-15,300,65,9,2,235,291
2020-04-23,AK,2020-04-16,2020-04-22,337,37,9,0,300,328
2020-04-30,AK,2020-04-23,2020-04-29,355,18,9,0,337,346
2020-05-07,AK,2020-04-30,2020-05-06,374,19,10,1,355,364
2020-05-14,AK,2020-05-07,2020-05-13,389,15,10,0,374,379
2020-05-21,AK,2020-05-14,2020-05-20,404,15,10,0,389,394
2020-05-28,AK,2020-05-21,2020-05-27,427,23,10,0,404,417
2020-06-04,AK,2020-05-28,2020-06-03,518,91,10,0,427,508
2020-06-11,AK,2020-06-04,2020-06-10,616,98,11,1,518,605
2020-06-18,AK,2020-06-11,2020-06-17,713,97,12,1,616,701
2020-06-25,AK,2020-06-18,2020-06-24,821,108,12,0,713,809
2020-07-02,AK,2020-06-25,2020-07-01,1020,199,13,1,821,1007
2020-07-09,AK,2020-07-02,2020-07-08,1273,253,16,3,1020,1257
2020-07-16,AK,2020-07-09,2020-07-15,1694,421,16,0,1273,1678
2020-07-23,AK,2020-07-16,2020-07-22,2202,508,18,2,1694,2184
2020-07-30,AK,2020-07-23,2020-07-29,2886,684,21,3,2202,2865
2020-08-06,AK,2020-07-30,2020-08-05,3487,601,25,4,2886,3462
2020-08-13,AK,2020-08-06,2020-08-12,3978,491,27,2,3487,3951
2020-08-20,AK,2020-08-13,2020-08-19,4536,558,29,2,3978,4507
2020-08-27,AK,2020-08-20,2020-08-26,5001,465,36,7,4536,4965
2020-09-03,AK,2020-08-27,2020-09-02,5475,474,38,2,5001,5437
2020-09-10,AK,2020-09-03,2020-09-09,6022,547,41,3,5475,5981
2020-09-17,AK,2020-09-10,2020-09-16,6551,529,43,2,6022,6508
2020-09-24,AK,2020-09-17,2020-09-23,7193,642,44,1,6551,7149
2020-10-01,AK,2020-09-24,2020-09-30,8026,833,55,11,7193,7971
2020-10-08,AK,2020-10-01,2020-10-07,9046,1020,59,4,8026,8987
2020-10-15,AK,2020-10-08,2020-10-14,10387,1341,64,5,9046,10323
2020-10-22,AK,2020-10-15,2020-10-21,11925,1538,68,4,10387,11857
2020-10-29,AK,2020-10-22,2020-10-28,14539,2614,71,3,11925,14468
2020-11-05,AK,2020-10-29,2020-11-04,17266,2727,86,15,14539,17180
2020-11-12,AK,2020-11-05,2020-11-11,20864,3598,98,12,17266,20766
2020-11-19,AK,2020-11-12,2020-11-18,25180,4316,102,4,20864,25078
2020-11-26,AK,2020-11-19,2020-11-25,29292,4112,118,16,25180,29174
2020-12-03,AK,2020-11-26,2020-12-02,33816,4524,123,5,29292,33693
2020-12-10,AK,2020-12-03,2020-12-09,38438,4622,150,27,33816,38288
2020-12-17,AK,2020-12-10,2020-12-16,41855,3417,180,30,38438,41675
2020-12-24,AK,2020-12-17,2020-12-23,44078,2223,196,16,41855,43882
2020-12-31,AK,2020-12-24,2020-12-30,45802,1724,203,7,44078,45599
2021-01-07,AK,2020-12-31,2021-01-06,47828,2026,220,17,45802,47608
2021-01-14,AK,2021-01-07,2021-01-13,49801,1973,226,6,47828,49575
2021-01-21,AK,2021-01-14,2021-01-20,51178,1377,253,27,49801,50925
2021-01-28,AK,2021-01-21,2021-01-27,52359,1181,261,8,51178,52098
2021-02-04,AK,2021-01-28,2021-02-03,53305,946,279,18,52359,53026
2021-02-11,AK,2021-02-04,2021-02-10,54294,989,280,1,53305,54014
2021-02-18,AK,2021-02-11,2021-02-17,55101,807,288,8,54294,54813
2021-02-25,AK,2021-02-18,2021-02-24,55986,885,289,1,55101,55697
2021-03-04,AK,2021-02-25,2021-03-03,56862,876,301,12,55986,56561
2021-03-11,AK,2021-03-04,2021-03-10,57772,910,303,2,56862,57469
2021-03-18,AK,2021-03-11,2021-03-17,58686,914,305,2,57772,58381
2021-03-25,AK,2021-03-18,2021-03-24,59630,944,310,5,58686,59320
2021-04-01,AK,2021-03-25,2021-03-31,60816,1186,311,1,59630,60505
2021-04-08,AK,2021-04-01,2021-04-07,62024,1208,311,0,60816,61713
2021-04-15,AK,2021-04-08,2021-04-14,63137,1113,312,1,62024,62825
2021-04-22,AK,2021-04-15,2021-04-21,64283,1146,332,20,63137,63951
2021-04-29,AK,2021-04-22,2021-04-28,65325,1042,344,12,64283,64981
2021-05-06,AK,2021-04-29,2021-05-05,66056,731,345,1,65325,65711
2021-05-13,AK,2021-05-06,2021-05-12,66621,565,350,5,66056,66271
2021-05-20,AK,2021-05-13,2021-05-19,67074,453,366,16,66621,66708
2021-05-27,AK,2021-05-20,2021-05-26,67371,297,366,0,67074,67005
2021-06-03,AK,2021-05-27,2021-06-02,67601,230,366,0,67371,67235
2021-06-10,AK,2021-06-03,2021-06-09,67786,185,366,0,67601,67420
2021-06-17,AK,2021-06-10,2021-06-16,67941,155,370,4,67786,67571
2021-06-24,AK,2021-06-17,2021-06-23,68178,237,371,1,67941,67807
2021-07-01,AK,2021-06-24,2021-06-30,68435,257,374,3,68178,68061
2021-07-08,AK,2021-07-01,2021-07-07,68748,313,374,0,68435,68374
2021-07-15,AK,2021-07-08,2021-07-14,69320,572,378,4,68748,68942
2021-07-22,AK,2021-07-15,2021-07-21,70519,1199,379,1,69320,70140
2021-07-29,AK,2021-07-22,2021-07-28,72065,1546,383,4,70519,71682
2021-08-05,AK,2021-07-29,2021-08-04,73957,1892,390,7,72065,73567
2021-08-12,AK,2021-08-05,2021-08-11,76069,2112,397,7,73957,75672
2021-08-19,AK,2021-08-12,2021-08-18,79070,3001,409,12,76069,78661
2021-08-26,AK,2021-08-19,2021-08-25,82427,3357,435,26,79070,81992
2021-09-02,AK,2021-08-26,2021-09-01,86078,3651,445,10,82427,85633
2021-09-09,AK,2021-09-02,2021-09-08,90342,4264,453,8,86078,89889
2021-09-16,AK,2021-09-09,2021-09-15,95229,4887,465,12,90342,94764
2021-09-23,AK,2021-09-16,2021-09-22,101487,6258,478,13,95229,101009
2021-09-30,AK,2021-09-23,2021-09-29,109923,8436,563,85,101487,109360
2021-10-07,AK,2021-09-30,2021-10-06,115667,5744,581,18,109923,115086
2021-10-14,AK,2021-10-07,2021-10-13,121844,6177,608,27,115667,121236
2021-10-21,AK,2021-10-14,2021-10-20,127374,5530,687,79,121844,126687
2021-10-28,AK,2021-10-21,2021-10-27,131999,4625,712,25,127374,131287
2021-11-04,AK,2021-10-28,2021-11-03,136133,4134,733,21,131999,135400
2021-11-11,AK,2021-11-04,2021-11-10,139524,3391,827,94,136133,138697
2021-11-18,AK,2021-11-11,2021-11-17,142443,2919,838,11,139524,141605
2021-11-25,AK,2021-11-18,2021-11-24,144792,2349,866,28,142443,143926
2021-12-02,AK,2021-11-25,2021-12-01,146508,1716,877,11,144792,145631
2021-12-09,AK,2021-12-02,2021-12-08,148018,1510,882,5,146508,147136
2021-12-16,AK,2021-12-09,2021-12-15,149237,1219,885,3,148018,148352
2021-12-23,AK,2021-12-16,2021-12-22,150283,1046,972,87,149237,149311
2021-12-30,AK,2021-12-23,2021-12-29,152363,2080,974,2,150283,151389
2022-01-06,AK,2021-12-30,2022-01-05,157886,5523,975,1,152363,156911
2022-01-13,AK,2022-01-06,2022-01-12,170052,12166,981,6,157886,169071
2022-01-20,AK,2022-01-13,2022-01-19,185787,15735,1047,66,170052,184740
2022-01-27,AK,2022-01-20,2022-01-26,202626,16839,1077,30,185787,201549
2022-02-03,AK,2022-01-27,2022-02-02,216048,13422,1089,12,202626,214959
2022-02-10,AK,2022-02-03,2022-02-09,224165,8117,1110,21,216048,223055
2022-02-17,AK,2022-02-10,2022-02-16,228123,3958,1137,27,224165,226986
2022-02-24,AK,2022-02-17,2022-02-23,230807,2684,1159,22,228123,229648
2022-03-03,AK,2022-02-24,2022-03-02,232898,2091,1187,28,230807,231711
2022-03-10,AK,2022-03-03,2022-03-09,235338,2440,1197,10,232898,234141
2022-03-17,AK,2022-03-10,2022-03-16,236745,1407,1198,1,235338,235547
2022-03-24,AK,2022-03-17,2022-03-23,238168,1423,1215,17,236745,236953
2022-03-31,AK,2022-03-24,2022-03-30,239613,1445,1224,9,238168,238389
2022-04-07,AK,2022-03-31,2022-04-06,240990,1377,1224,0,239613,239766
2022-04-14,AK,2022-04-07,2022-04-13,242227,1237,1230,6,240990,240997
2022-04-21,AK,2022-04-14,2022-04-20,243740,1513,1243,13,242227,242497
2022-04-28,AK,2022-04-21,2022-04-27,245165,1425,1247,4,243740,243918
2022-05-05,AK,2022-04-28,2022-05-04,246582,1417,1248,1,245165,245334
2022-05-12,AK,2022-05-05,2022-05-11,248121,1539,1259,11,246582,246862
2022-05-19,AK,2022-05-12,2022-05-18,249818,1697,1270,11,248121,248548
2022-05-26,AK,2022-05-19,2022-05-25,251699,1881,1270,0,249818,250429
2022-06-02,AK,2022-05-26,2022-06-01,253643,1944,1270,0,251699,252373
2022-06-09,AK,2022-06-02,2022-06-08,255700,2057,1270,0,253643,254430
2022-06-16,AK,2022-06-09,2022-06-15,257682,1982,1270,0,255700,256412
2022-06-23,AK,2022-06-16,2022-06-22,259819,2137,1270,0,257682,258549
2022-06-30,AK,2022-06-23,2022-06-29,262585,2766,1270,0,259819,261315
2022-07-07,AK,2022-06-30,2022-07-06,264573,1988,1270,0,262585,263303
2022-07-14,AK,2022-07-07,2022-07-13,266706,2133,1275,5,264573,265431
2022-07-21,AK,2022-07-14,2022-07-20,269051,2345,1275,0,266706,267776
2022-07-28,AK,2022-07-21,2022-07-27,271101,2050,1275,0,269051,269826
2022-08-04,AK,2022-07-28,2022-08-03,273674,2573,1275,0,271101,272399
2022-08-11,AK,2022-08-04,2022-08-10,275542,1868,1296,21,273674,274246
2022-08-18,AK,2022-08-11,2022-08-17,277007,1465,1296,0,275542,275711
2022-08-25,AK,2022-08-18,2022-08-24,278680,1673,1304,8,277007,277376
2022-09-01,AK,2022-08-25,2022-08-31,279888,1208,1304,0,278680,278584
2022-09-08,AK,2022-09-01,2022-09-07,280767,879,1304,0,279888,279463
2022-09-15,AK,2022-09-08,2022-09-14,281717,950,1329,25,280767,280388
2022-09-22,AK,2022-09-15,2022-09-21,282361,644,1329,0,281717,281032
2022-09-29,AK,2022-09-22,2022-09-28,282911,550,1329,0,282361,281582
2022-10-06,AK,2022-09-29,2022-10-05,283548,637,1356,27,282911,282192
2022-10-13,AK,2022-10-06,2022-10-12,284059,511,1356,0,283548,282703
2022-10-20,AK,2022-10-13,2022-10-19,284406,347,1356,0,284059,283050
2022-10-27,AK,2022-10-20,2022-10-26,284785,379,1376,20,284406,283409
2022-11-03,AK,2022-10-27,2022-11-02,285144,359,1376,0,284785,283768
2022-11-10,AK,2022-11-03,2022-11-09,285343,199,1376,0,285144,283967
2022-11-17,AK,2022-11-10,2022-11-16,285733,390,1399,23,285343,284334
2022-11-24,AK,2022-11-17,2022-11-23,286163,430,1399,0,285733,284764
2022-12-01,AK,2022-11-24,2022-11-30,286561,398,1399,0,286163,285162
2022-12-08,AK,2022-12-01,2022-12-07,287057,496,1399,0,286561,285658
2022-12-15,AK,2022-12-08,2022-12-14,287411,354,1399,0,287057,286012
2022-12-22,AK,2022-12-15,2022-12-21,287791,380,1418,19,287411,286373
2022-12-29,AK,2022-12-22,2022-12-28,288123,332,1418,0,287791,286705
2023-01-05,AK,2022-12-29,2023-01-04,288494,371,1418,0,288123,287076
2023-01-12,AK,2023-01-05,2023-01-11,288964,470,1418,0,288494,287546
2023-01-19,AK,2023-01-12,2023-01-18,289613,649,1418,0,288964,288195
2023-01-26,AK,2023-01-19,2023-01-25,290267,654,1436,18,289613,288831
2023-02-02,AK,2023-01-26,2023-02-01,291060,793,1436,0,290267,289624
2023-02-09,AK,2023-02-02,2023-02-08,291752,692,1436,0,291060,290316
2023-02-16,AK,2023-02-09,2023-02-15,292538,786,1436,0,291752,291102
2023-02-23,AK,2023-02-16,2023-02-22,293313,775,1449,13,292538,291864
2023-03-02,AK,2023-02-23,2023-03-01,293761,448,1449,0,293313,292312
2023-03-09,AK,2023-03-02,2023-03-08,294343,582,1449,0,293761,292894
2023-03-16,AK,2023-03-09,2023-03-15,294791,448,1449,0,294343,293342
2023-03-23,AK,2023-03-16,2023-03-22,295287,496,1449,0,294791,293838
2023-03-30,AK,2023-03-23,2023-03-29,295801,514,1468,19,295287,294333
2023-04-06,AK,2023-03-30,2023-04-05,296202,401,1468,0,295801,294734
2023-04-13,AK,2023-04-06,2023-04-12,296560,358,1468,0,296202,295092
2023-04-20,AK,2023-04-13,2023-04-19,296921,361,1468,0,296560,295453
2023-04-27,AK,2023-04-20,2023-04-26,297201,280,1468,0,296921,295733
2023-05-04,AK,2023-04-27,2023-05-03,297389,188,1468,0,297201,295921
2023-05-11,AK,2023-05-04,2023-05-10,297588,199,1468,0,297389,296120
2020-01-23,AL,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,AL,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,AL,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,AL,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,AL,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,AL,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,AL,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,AL,2020-03-05,2020-03-11,3,3,0,0,0,3
2020-03-19,AL,2020-03-12,2020-03-18,61,58,0,0,3,61
2020-03-26,AL,2020-03-19,2020-03-25,472,411,1,1,61,471
2020-04-02,AL,2020-03-26,2020-04-01,1175,703,26,25,472,1149
2020-04-09,AL,2020-04-02,2020-04-08,2614,1439,65,39,1175,2549
2020-04-16,AL,2020-04-09,2020-04-15,4307,1693,110,45,2614,4197
2020-04-23,AL,2020-04-16,2020-04-22,5692,1385,193,83,4307,5499
2020-04-30,AL,2020-04-23,2020-04-29,6979,1287,255,62,5692,6724
2020-05-07,AL,2020-04-30,2020-05-06,8769,1790,341,86,6979,8428
2020-05-14,AL,2020-05-07,2020-05-13,10822,2053,448,107,8769,10374
2020-05-21,AL,2020-05-14,2020-05-20,13186,2364,522,74,10822,12664
2020-05-28,AL,2020-05-21,2020-05-27,16263,3077,583,61,13186,15680
2020-06-04,AL,2020-05-28,2020-06-03,18954,2691,650,67,16263,18304
2020-06-11,AL,2020-06-04,2020-06-10,22659,3705,742,92,18954,21917
2020-06-18,AL,2020-06-11,2020-06-17,27941,5282,787,45,22659,27154
2020-06-25,AL,2020-06-18,2020-06-24,32878,4937,886,99,27941,31992
2020-07-02,AL,2020-06-25,2020-07-01,39647,6769,974,88,32878,38673
2020-07-09,AL,2020-07-02,2020-07-08,48149,8502,1058,84,39647,47091
2020-07-16,AL,2020-07-09,2020-07-15,60194,12045,1210,152,48149,58984
2020-07-23,AL,2020-07-16,2020-07-22,72594,12400,1364,154,60194,71230
2020-07-30,AL,2020-07-23,2020-07-29,84652,12058,1539,175,72594,83113
2020-08-06,AL,2020-07-30,2020-08-05,95323,10671,1694,155,84652,93629
2020-08-13,AL,2020-08-06,2020-08-12,104219,8896,1879,185,95323,102340
2020-08-20,AL,2020-08-13,2020-08-19,111696,7477,1942,63,104219,109754
2020-08-27,AL,2020-08-20,2020-08-26,119904,8208,2043,101,111696,117861
2020-09-03,AL,2020-08-27,2020-09-02,128240,8336,2211,168,119904,126029
2020-09-10,AL,2020-09-03,2020-09-09,134061,5821,2281,70,128240,131780
2020-09-17,AL,2020-09-10,2020-09-16,140423,6362,2386,105,134061,138037
2020-09-24,AL,2020-09-17,2020-09-23,146897,6474,2465,79,140423,144432
2020-10-01,AL,2020-09-24,2020-09-30,154772,7875,2530,65,146897,152242
2020-10-08,AL,2020-10-01,2020-10-07,161085,6313,2602,72,154772,158483
2020-10-15,AL,2020-10-08,2020-10-14,168620,7535,2706,104,161085,165914
2020-10-22,AL,2020-10-15,2020-10-21,176605,7985,2826,120,168620,173779
2020-10-29,AL,2020-10-22,2020-10-28,188775,12170,2909,83,176605,185866
2020-11-05,AL,2020-10-29,2020-11-04,198927,10152,3003,94,188775,195924
2020-11-12,AL,2020-11-05,2020-11-11,208637,9710,3198,195,198927,205439
2020-11-19,AL,2020-11-12,2020-11-18,223488,14851,3343,145,208637,220145
2020-11-26,AL,2020-11-19,2020-11-25,239318,15830,3528,185,223488,235790
2020-12-03,AL,2020-11-26,2020-12-02,256828,17510,3708,180,239318,253120
2020-12-10,AL,2020-12-03,2020-12-09,280187,23359,3982,274,256828,276205
2020-12-17,AL,2020-12-10,2020-12-16,305640,25453,4196,214,280187,301444
2020-12-24,AL,2020-12-17,2020-12-23,334569,28929,4585,389,305640,329984
2020-12-31,AL,2020-12-24,2020-12-30,356820,22251,4774,189,334569,352046
2021-01-07,AL,2020-12-31,2021-01-06,384185,27365,4987,213,356820,379198
2021-01-14,AL,2021-01-07,2021-01-13,410996,26811,5752,765,384185,405244
2021-01-21,AL,2021-01-14,2021-01-20,429655,18659,6281,529,410996,423374
2021-01-28,AL,2021-01-21,2021-01-27,449087,19432,7169,888,429655,441918
2021-02-04,AL,2021-01-28,2021-02-03,465061,15974,8201,1032,449087,456860
2021-02-11,AL,2021-02-04,2021-02-10,476015,10954,8888,687,465061,467127
2021-02-18,AL,2021-02-11,2021-02-17,483177,7162,9347,459,476015,473830
2021-02-25,AL,2021-02-18,2021-02-24,490165,6988,9741,394,483177,480424
2021-03-04,AL,2021-02-25,2021-03-03,497144,6979,10026,285,490165,487118
2021-03-11,AL,2021-03-04,2021-03-10,501400,4256,10219,193,497144,491181
2021-03-18,AL,2021-03-11,2021-03-17,509465,8065,10360,141,501400,499105
2021-03-25,AL,2021-03-18,2021-03-24,512669,3204,10481,121,509465,502188
2021-04-01,AL,2021-03-25,2021-03-31,515353,2684,10547,66,512669,504806
2021-04-08,AL,2021-04-01,2021-04-07,517448,2095,10650,103,515353,506798
2021-04-15,AL,2021-04-08,2021-04-14,520759,3311,10725,75,517448,510034
2021-04-22,AL,2021-04-15,2021-04-21,524305,3546,10799,74,520759,513506
2021-04-29,AL,2021-04-22,2021-04-28,527085,2780,10876,77,524305,516209
2021-05-06,AL,2021-04-29,2021-05-05,529459,2374,10928,52,527085,518531
2021-05-13,AL,2021-05-06,2021-05-12,531748,2289,10993,65,529459,520755
2021-05-20,AL,2021-05-13,2021-05-19,540890,9142,11040,47,531748,529850
2021-05-27,AL,2021-05-20,2021-05-26,542828,1938,11132,92,540890,531696
2021-06-03,AL,2021-05-27,2021-06-02,544588,1760,11161,29,542828,533427
2021-06-10,AL,2021-06-03,2021-06-09,546829,2241,11241,80,544588,535588
2021-06-17,AL,2021-06-10,2021-06-16,548305,1476,11280,39,546829,537025
2021-06-24,AL,2021-06-17,2021-06-23,549396,1091,11318,38,548305,538078
2021-07-01,AL,2021-06-24,2021-06-30,550979,1583,11350,32,549396,539629
2021-07-08,AL,2021-07-01,2021-07-07,552911,1932,11386,36,550979,541525
2021-07-15,AL,2021-07-08,2021-07-14,556613,3702,11426,40,552911,545187
2021-07-22,AL,2021-07-15,2021-07-21,563944,7331,11459,33,556613,552485
2021-07-29,AL,2021-07-22,2021-07-28,577463,13519,11508,49,563944,565955
2021-08-05,AL,2021-07-29,2021-08-04,595816,18353,11560,52,577463,584256
2021-08-12,AL,2021-08-05,2021-08-11,619752,23936,11689,129,595816,608063
2021-08-19,AL,2021-08-12,2021-08-18,645851,26099,11872,183,619752,633979
2021-08-26,AL,2021-08-19,2021-08-25,665653,19802,12000,128,645851,653653
2021-09-02,AL,2021-08-26,2021-09-01,704420,38767,12292,292,665653,692128
2021-09-09,AL,2021-09-02,2021-09-08,732154,27734,12487,195,704420,719667
2021-09-16,AL,2021-09-09,2021-09-15,757893,25739,12784,297,732154,745109
2021-09-23,AL,2021-09-16,2021-09-22,778549,20656,13665,881,757893,764884
2021-09-30,AL,2021-09-23,2021-09-29,794773,16224,14200,535,778549,780573
2021-10-07,AL,2021-09-30,2021-10-06,804251,9478,14612,412,794773,789639
2021-10-14,AL,2021-10-07,2021-10-13,810500,6249,14979,367,804251,795521
2021-10-21,AL,2021-10-14,2021-10-20,815998,5498,15308,329,810500,800690
2021-10-28,AL,2021-10-21,2021-10-27,828643,12645,15432,124,815998,813211
2021-11-04,AL,2021-10-28,2021-11-03,833481,4838,15668,236,828643,817813
2021-11-11,AL,2021-11-04,2021-11-10,837339,3858,15910,242,833481,821429
2021-11-18,AL,2021-11-11,2021-11-17,840934,3595,16020,110,837339,824914
2021-11-25,AL,2021-11-18,2021-11-24,844206,3272,16099,79,840934,828107
2021-12-02,AL,2021-11-25,2021-12-01,846306,2100,16140,41,844206,830166
2021-12-09,AL,2021-12-02,2021-12-08,850098,3792,16201,61,846306,833897
2021-12-16,AL,2021-12-09,2021-12-15,854884,4786,16303,102,850098,838581
2021-12-23,AL,2021-12-16,2021-12-22,861110,6226,16378,75,854884,844732
2021-12-30,AL,2021-12-23,2021-12-29,880307,19197,16453,75,861110,863854
2022-01-06,AL,2021-12-30,2022-01-05,932250,51943,16502,49,880307,915748
2022-01-13,AL,2022-01-06,2022-01-12,1004622,72372,16640,138,932250,987982
2022-01-20,AL,2022-01-13,2022-01-19,1088370,83748,16756,116,1004622,1071614
2022-01-27,AL,2022-01-20,2022-01-26,1161930,73560,16914,158,1088370,1145016
2022-02-03,AL,2022-01-27,2022-02-02,1229300,67370,17215,301,1161930,1212085
2022-02-10,AL,2022-02-03,2022-02-09,1254032,24732,17452,237,1229300,1236580
2022-02-17,AL,2022-02-10,2022-02-16,1267908,13876,17748,296,1254032,1250160
2022-02-24,AL,2022-02-17,2022-02-23,1275357,7449,18006,258,1267908,1257351
2022-03-03,AL,2022-02-24,2022-03-02,1281606,6249,18334,328,1275357,1263272
2022-03-10,AL,2022-03-03,2022-03-09,1287823,6217,18694,360,1281606,1269129
2022-03-17,AL,2022-03-10,2022-03-16,1290138,2315,18944,250,1287823,1271194
2022-03-24,AL,2022-03-17,2022-03-23,1291927,1789,19167,223,1290138,1272760
2022-03-31,AL,2022-03-24,2022-03-30,1295015,3088,19284,117,1291927,1275731
2022-04-07,AL,2022-03-31,2022-04-06,1296286,1271,19370,86,1295015,1276916
2022-04-14,AL,2022-04-07,2022-04-13,1297392,1106,19440,70,1296286,1277952
2022-04-21,AL,2022-04-14,2022-04-20,1298637,1245,19523,83,1297392,1279114
2022-04-28,AL,2022-04-21,2022-04-27,1300274,1637,19558,35,1298637,1280716
2022-05-05,AL,2022-04-28,2022-05-04,1301804,1530,19590,32,1300274,1282214
2022-05-12,AL,2022-05-05,2022-05-11,1303827,2023,19606,16,1301804,1284221
2022-05-19,AL,2022-05-12,2022-05-18,1306662,2835,19633,27,1303827,1287029
2022-05-26,AL,2022-05-19,2022-05-25,1310521,3859,19651,18,1306662,1290870
2022-06-02,AL,2022-05-26,2022-06-01,1315934,5413,19664,13,1310521,1296270
2022-06-09,AL,2022-06-02,2022-06-08,1322957,7023,19676,12,1315934,1303281
2022-06-16,AL,2022-06-09,2022-06-15,1331452,8495,19696,20,1322957,1311756
2022-06-23,AL,2022-06-16,2022-06-22,1342150,10698,19722,26,1331452,1322428
2022-06-30,AL,2022-06-23,2022-06-29,1355340,13190,19740,18,1342150,1335600
2022-07-07,AL,2022-06-30,2022-07-06,1367570,12230,19766,26,1355340,1347804
2022-07-14,AL,2022-07-07,2022-07-13,1384836,17266,19812,46,1367570,1365024
2022-07-21,AL,2022-07-14,2022-07-20,1401893,17057,19852,40,1384836,1382041
2022-07-28,AL,2022-07-21,2022-07-27,1419075,17182,19890,38,1401893,1399185
2022-08-04,AL,2022-07-28,2022-08-03,1424411,5336,19891,1,1419075,1404520
2022-08-11,AL,2022-08-04,2022-08-10,1436458,12047,19974,83,1424411,1416484
2022-08-18,AL,2022-08-11,2022-08-17,1449812,13354,20026,52,1436458,1429786
2022-08-25,AL,2022-08-18,2022-08-24,1463933,14121,20041,15,1449812,1443892
2022-09-01,AL,2022-08-25,2022-08-31,1479605,15672,20048,7,1463933,1459557
2022-09-08,AL,2022-09-01,2022-09-07,1494300,14695,20160,112,1479605,1474140
2022-09-15,AL,2022-09-08,2022-09-14,1504180,9880,20239,79,1494300,1483941
2022-09-22,AL,2022-09-15,2022-09-21,1512134,7954,20322,83,1504180,1491812
2022-09-29,AL,2022-09-22,2022-09-28,1517904,5770,20395,73,1512134,1497509
2022-10-06,AL,2022-09-29,2022-10-05,1522135,4231,20422,27,1517904,1501713
2022-10-13,AL,2022-10-06,2022-10-12,1525724,3589,20473,51,1522135,1505251
2022-10-20,AL,2022-10-13,2022-10-19,1528739,3015,20505,32,1525724,1508234
2022-10-27,AL,2022-10-20,2022-10-26,1531305,2566,20533,28,1528739,1510772
2022-11-03,AL,2022-10-27,2022-11-02,1534287,2982,20558,25,1531305,1513729
2022-11-10,AL,2022-11-03,2022-11-09,1540329,6042,20608,50,1534287,1519721
2022-11-17,AL,2022-11-10,2022-11-16,1542227,1898,20617,9,1540329,1521610
2022-11-24,AL,2022-11-17,2022-11-23,1545099,2872,20631,14,1542227,1524468
2022-12-01,AL,2022-11-24,2022-11-30,1549285,4186,20652,21,1545099,1528633
2022-12-08,AL,2022-12-01,2022-12-07,1555092,5807,20682,30,1549285,1534410
