update,state,start_date,end_date,total_cases,new_cases,total_deaths,new_deaths,old_cases,active_cases
2020-08-13,MN,2020-08-06,2020-08-12,62143,4528,1853,57,57615,60290
2020-08-20,MN,2020-08-13,2020-08-19,66473,4330,1916,63,62143,64557
2020-08-27,MN,2020-08-20,2020-08-26,71104,4631,1975,59,66473,69129
2020-09-03,MN,2020-08-27,2020-09-02,76925,5821,2023,48,71104,74902
2020-09-10,MN,2020-09-03,2020-09-09,81678,4753,2075,52,76925,79603
2020-09-17,MN,2020-09-10,2020-09-16,85679,4001,2117,42,81678,83562
2020-09-24,MN,2020-09-17,2020-09-23,91929,6250,2204,87,85679,89725
2020-10-01,MN,2020-09-24,2020-09-30,99023,7094,2307,103,91929,96716
2020-10-08,MN,2020-10-01,2020-10-07,106596,7573,2383,76,99023,104213
2020-10-15,MN,2020-10-08,2020-10-14,115790,9194,2505,122,106596,113285
2020-10-22,MN,2020-10-15,2020-10-21,126416,10626,2657,152,115790,123759
2020-10-29,MN,2020-10-22,2020-10-28,139232,12816,2854,197,126416,136378
2020-11-05,MN,2020-10-29,2020-11-04,160667,21435,3153,299,139232,157514
2020-11-12,MN,2020-11-05,2020-11-11,194259,33592,3552,399,160667,190707
2020-11-19,MN,2020-11-12,2020-11-18,241612,47353,4083,531,194259,237529
2020-11-26,MN,2020-11-19,2020-11-25,288759,47147,4660,577,241612,284099
2020-12-03,MN,2020-11-26,2020-12-02,326816,38057,5162,502,288759,321654
2020-12-10,MN,2020-12-03,2020-12-09,362978,36162,5632,470,326816,357346
2020-12-17,MN,2020-12-10,2020-12-16,385641,22663,5965,333,362978,379676
2020-12-24,MN,2020-12-17,2020-12-23,401728,16087,6185,220,385641,395543
2020-12-31,MN,2020-12-24,2020-12-30,412377,10649,6365,180,401728,406012
2021-01-07,MN,2020-12-31,2021-01-06,426845,14468,6541,176,412377,420304
2021-01-14,MN,2021-01-07,2021-01-13,439628,12783,6655,114,426845,432973
2021-01-21,MN,2021-01-14,2021-01-20,448791,9163,6753,98,439628,442038
2021-01-28,MN,2021-01-21,2021-01-27,456613,7822,6823,70,448791,449790
2021-02-04,MN,2021-01-28,2021-02-03,463128,6515,6881,58,456613,456247
2021-02-11,MN,2021-02-04,2021-02-10,469290,6162,6915,34,463128,462375
2021-02-18,MN,2021-02-11,2021-02-17,474798,5508,6949,34,469290,467849
2021-02-25,MN,2021-02-18,2021-02-24,480285,5487,6980,31,474798,473305
2021-03-04,MN,2021-02-25,2021-03-03,485885,5600,7005,25,480285,478880
2021-03-11,MN,2021-03-04,2021-03-10,492496,6611,7176,171,485885,485320
2021-03-18,MN,2021-03-11,2021-03-17,499445,6949,7208,32,492496,492237
2021-03-25,MN,2021-03-18,2021-03-24,508037,8592,7246,38,499445,500791
2021-04-01,MN,2021-03-25,2021-03-31,519018,10981,7297,51,508037,511721
2021-04-08,MN,2021-04-01,2021-04-07,532130,13112,7348,51,519018,524782
2021-04-15,MN,2021-04-08,2021-04-14,546564,14434,7417,69,532130,539147
2021-04-22,MN,2021-04-15,2021-04-21,559894,13330,7494,77,546564,552400
2021-04-29,MN,2021-04-22,2021-04-28,571445,11551,7554,60,559894,563891
2021-05-06,MN,2021-04-29,2021-05-05,581943,10498,7607,53,571445,574336
2021-05-13,MN,2021-05-06,2021-05-12,589817,7874,7642,35,581943,582175
2021-05-20,MN,2021-05-13,2021-05-19,595545,5728,7676,34,589817,587869
2021-05-27,MN,2021-05-20,2021-05-26,599287,3742,7702,26,595545,591585
2021-06-03,MN,2021-05-27,2021-06-02,601023,1736,7715,13,599287,593308
2021-06-10,MN,2021-06-03,2021-06-09,602542,1519,7732,17,601023,594810
2021-06-17,MN,2021-06-10,2021-06-16,603533,991,7737,5,602542,595796
2021-06-24,MN,2021-06-17,2021-06-23,604301,768,7739,2,603533,596562
2021-07-01,MN,2021-06-24,2021-06-30,604959,658,7744,5,604301,597215
2021-07-08,MN,2021-07-01,2021-07-07,605665,706,7748,4,604959,597917
2021-07-15,MN,2021-07-08,2021-07-14,606704,1039,7754,6,605665,598950
2021-07-22,MN,2021-07-15,2021-07-21,608322,1618,7770,16,606704,600552
2021-07-29,MN,2021-07-22,2021-07-28,611101,2779,7783,13,608322,603318
2021-08-05,MN,2021-07-29,2021-08-04,615550,4449,7818,35,611101,607732
2021-08-12,MN,2021-08-05,2021-08-11,621838,6288,7851,33,615550,613987
2021-08-19,MN,2021-08-12,2021-08-18,630133,8295,7913,62,621838,622220
2021-08-26,MN,2021-08-19,2021-08-25,640059,9926,7980,67,630133,632079
2021-09-02,MN,2021-08-26,2021-09-01,650996,10937,8060,80,640059,642936
2021-09-09,MN,2021-09-02,2021-09-08,662868,11872,8140,80,650996,654728
2021-09-16,MN,2021-09-09,2021-09-15,676117,13249,8275,135,662868,667842
2021-09-23,MN,2021-09-16,2021-09-22,691445,15328,8391,116,676117,683054
2021-09-30,MN,2021-09-23,2021-09-29,707908,16463,8521,130,691445,699387
2021-10-07,MN,2021-09-30,2021-10-06,729018,21110,8668,147,707908,720350
2021-10-14,MN,2021-10-07,2021-10-13,748869,19851,8838,170,729018,740031
2021-10-21,MN,2021-10-14,2021-10-20,765504,16635,8988,150,748869,756516
2021-10-28,MN,2021-10-21,2021-10-27,781358,15854,9148,160,765504,772210
2021-11-04,MN,2021-10-28,2021-11-03,807781,26423,9413,265,781358,798368
2021-11-11,MN,2021-11-04,2021-11-10,831522,23741,9623,210,807781,821899
2021-11-18,MN,2021-11-11,2021-11-17,861073,29551,9901,278,831522,851172
2021-11-25,MN,2021-11-18,2021-11-24,890942,29869,10143,242,861073,880799
2021-12-02,MN,2021-11-25,2021-12-01,915721,24779,10411,268,890942,905310
2021-12-09,MN,2021-12-02,2021-12-08,948288,32567,10682,271,915721,937606
2021-12-16,MN,2021-12-09,2021-12-15,971464,23176,10928,246,948288,960536
2021-12-23,MN,2021-12-16,2021-12-22,992664,21200,11103,175,971464,981561
2021-12-30,MN,2021-12-23,2021-12-29,1015218,22554,11263,160,992664,1003955
2022-01-06,MN,2021-12-30,2022-01-05,1049032,33814,11356,93,1015218,1037676
2022-01-13,MN,2022-01-06,2022-01-12,1114849,65817,11601,245,1049032,1103248
2022-01-20,MN,2022-01-13,2022-01-19,1193028,78179,11821,220,1114849,1181207
2022-01-27,MN,2022-01-20,2022-01-26,1279853,86825,12027,206,1193028,1267826
2022-02-03,MN,2022-01-27,2022-02-02,1346213,66360,12264,237,1279853,1333949
2022-02-10,MN,2022-02-03,2022-02-09,1378201,31988,12416,152,1346213,1365785
2022-02-17,MN,2022-02-10,2022-02-16,1399648,21447,12496,80,1378201,1387152
2022-02-24,MN,2022-02-17,2022-02-23,1409761,10113,12540,44,1399648,1397221
2022-03-03,MN,2022-02-24,2022-03-02,1415623,5862,12584,44,1409761,1403039
2022-03-10,MN,2022-03-03,2022-03-09,1420213,4590,12605,21,1415623,1407608
2022-03-17,MN,2022-03-10,2022-03-16,1423281,3068,12627,22,1420213,1410654
2022-03-24,MN,2022-03-17,2022-03-23,1426083,2802,12640,13,1423281,1413443
2022-03-31,MN,2022-03-24,2022-03-30,1428858,2775,12651,11,1426083,1416207
2022-04-07,MN,2022-03-31,2022-04-06,1431839,2981,12658,7,1428858,1419181
2022-04-14,MN,2022-04-07,2022-04-13,1435771,3932,12671,13,1431839,1423100
2022-04-21,MN,2022-04-14,2022-04-20,1441150,5379,12690,19,1435771,1428460
2022-04-28,MN,2022-04-21,2022-04-27,1448803,7653,12710,20,1441150,1436093
2022-05-05,MN,2022-04-28,2022-05-04,1459224,10421,12737,27,1448803,1446487
2022-05-12,MN,2022-05-05,2022-05-11,1473412,14188,12766,29,1459224,1460646
2022-05-19,MN,2022-05-12,2022-05-18,1488215,14803,12806,40,1473412,1475409
2022-05-26,MN,2022-05-19,2022-05-25,1500462,12247,12854,48,1488215,1487608
2022-06-02,MN,2022-05-26,2022-06-01,1508860,8398,12886,32,1500462,1495974
2022-06-09,MN,2022-06-02,2022-06-08,1523217,14357,12930,44,1508860,1510287
2022-06-16,MN,2022-06-09,2022-06-15,1533786,10569,12960,30,1523217,1520826
2022-06-23,MN,2022-06-16,2022-06-22,1540335,6549,12981,21,1533786,1527354
2022-06-30,MN,2022-06-23,2022-06-29,1552792,12457,13035,54,1540335,1539757
2022-07-07,MN,2022-06-30,2022-07-06,1561434,8642,13055,20,1552792,1548379
2022-07-14,MN,2022-07-07,2022-07-13,1570958,9524,13092,37,1561434,1557866
2022-07-21,MN,2022-07-14,2022-07-20,1580453,9495,13121,29,1570958,1567332
2022-07-28,MN,2022-07-21,2022-07-27,1590518,10065,13154,33,1580453,1577364
2022-08-04,MN,2022-07-28,2022-08-03,1600960,10442,13193,39,1590518,1587767
2022-08-11,MN,2022-08-04,2022-08-10,1611203,10243,13241,48,1600960,1597962
2022-08-18,MN,2022-08-11,2022-08-17,1621144,9941,13267,26,1611203,1607877
2022-08-25,MN,2022-08-18,2022-08-24,1630775,9631,13309,42,1621144,1617466
2022-09-01,MN,2022-08-25,2022-08-31,1639163,8388,13341,32,1630775,1625822
2022-09-08,MN,2022-09-01,2022-09-07,1645601,6438,13380,39,1639163,1632221
2022-09-15,MN,2022-09-08,2022-09-14,1651956,6355,13427,47,1645601,1638529
2022-09-22,MN,2022-09-15,2022-09-21,1658641,6685,13460,33,1651956,1645181
2022-09-29,MN,2022-09-22,2022-09-28,1664763,6122,13493,33,1658641,1651270
2022-10-06,MN,2022-09-29,2022-10-05,1670727,5964,13521,28,1664763,1657206
2022-10-13,MN,2022-10-06,2022-10-12,1676113,5386,13563,42,1670727,1662550
2022-10-20,MN,2022-10-13,2022-10-19,1680875,4762,13606,43,1676113,1667269
2022-10-27,MN,2022-10-20,2022-10-26,1686001,5126,13667,61,1680875,1672334
2022-11-03,MN,2022-10-27,2022-11-02,1691022,5021,13719,52,1686001,1677303
2022-11-10,MN,2022-11-03,2022-11-09,1696218,5196,13768,49,1691022,1682450
2022-11-17,MN,2022-11-10,2022-11-16,1701304,5086,13827,59,1696218,1687477
2022-11-24,MN,2022-11-17,2022-11-23,1707857,6553,13886,59,1701304,1693971
2022-12-01,MN,2022-11-24,2022-11-30,1713078,5221,13934,48,1707857,1699144
2022-12-08,MN,2022-12-01,2022-12-07,1719424,6346,13991,57,1713078,1705433
2022-12-15,MN,2022-12-08,2022-12-14,1725148,5724,14052,61,1719424,1711096
2022-12-22,MN,2022-12-15,2022-12-21,1730978,5830,14090,38,1725148,1716888
2022-12-29,MN,2022-12-22,2022-12-28,1734641,3663,14130,40,1730978,1720511
2023-01-05,MN,2022-12-29,2023-01-04,1739379,4738,14185,55,1734641,1725194
2023-01-12,MN,2023-01-05,2023-01-11,1744926,5547,14241,56,1739379,1730685
2023-01-19,MN,2023-01-12,2023-01-18,1747552,2626,14268,27,1744926,1733284
2023-01-26,MN,2023-01-19,2023-01-25,1752889,5337,14307,39,1747552,1738582
2023-02-02,MN,2023-01-26,2023-02-01,1757195,4306,14343,36,1752889,1742852
2023-02-09,MN,2023-02-02,2023-02-08,1761678,4483,14374,31,1757195,1747304
2023-02-16,MN,2023-02-09,2023-02-15,1766652,4974,14408,34,1761678,1752244
2023-02-23,MN,2023-02-16,2023-02-22,1769992,3340,14419,11,1766652,1755573
2023-03-02,MN,2023-02-23,2023-03-01,1775249,5257,14448,29,1769992,1760801
2023-03-09,MN,2023-03-02,2023-03-08,1778860,3611,14461,13,1775249,1764399
2023-03-16,MN,2023-03-09,2023-03-15,1781646,2786,14497,36,1778860,1767149
2023-03-23,MN,2023-03-16,2023-03-22,1784257,2611,14539,42,1781646,1769718
2023-03-30,MN,2023-03-23,2023-03-29,1786691,2434,14584,45,1784257,1772107
2023-04-06,MN,2023-03-30,2023-04-05,1788628,1937,14623,39,1786691,1774005
2023-04-13,MN,2023-04-06,2023-04-12,1790445,1817,14659,36,1788628,1775786
2023-04-20,MN,2023-04-13,2023-04-19,1792067,1622,14696,37,1790445,1777371
2023-04-27,MN,2023-04-20,2023-04-26,1793332,1265,14720,24,1792067,1778612
2023-05-04,MN,2023-04-27,2023-05-03,1794569,1237,14747,27,1793332,1779822
2023-05-11,MN,2023-05-04,2023-05-10,1795771,1202,14770,23,1794569,1781001
2020-01-23,MO,2020-01-16,2020-01-22,0,0,0,0,0,0
2020-01-30,MO,2020-01-23,2020-01-29,0,0,0,0,0,0
2020-02-06,MO,2020-01-30,2020-02-05,0,0,0,0,0,0
2020-02-13,MO,2020-02-06,2020-02-12,0,0,0,0,0,0
2020-02-20,MO,2020-02-13,2020-02-19,0,0,0,0,0,0
2020-02-27,MO,2020-02-20,2020-02-26,0,0,0,0,0,0
2020-03-05,MO,2020-02-27,2020-03-04,0,0,0,0,0,0
2020-03-12,MO,2020-03-05,2020-03-11,1,1,0,0,0,1
2020-03-19,MO,2020-03-12,2020-03-18,23,22,0,0,1,23
2020-03-26,MO,2020-03-19,2020-03-25,417,394,7,7,23,410
2020-04-02,MO,2020-03-26,2020-04-01,1733,1316,28,21,417,1705
2020-04-09,MO,2020-04-02,2020-04-08,3417,1684,100,72,1733,3317
2020-04-16,MO,2020-04-09,2020-04-15,4989,1572,199,99,3417,4790
2020-04-23,MO,2020-04-16,2020-04-22,6237,1248,309,110,4989,5928
2020-04-30,MO,2020-04-23,2020-04-29,7596,1359,447,138,6237,7149
2020-05-07,MO,2020-04-30,2020-05-06,9377,1781,561,114,7596,8816
2020-05-14,MO,2020-05-07,2020-05-13,10426,1049,690,129,9377,9736
2020-05-21,MO,2020-05-14,2020-05-20,11581,1155,795,105,10426,10786
2020-05-28,MO,2020-05-21,2020-05-27,12914,1333,867,72,11581,12047
2020-06-04,MO,2020-05-28,2020-06-03,14383,1469,937,70,12914,13446
2020-06-11,MO,2020-06-04,2020-06-10,15770,1387,985,48,14383,14785
2020-06-18,MO,2020-06-11,2020-06-17,17353,1583,1036,51,15770,16317
2020-06-25,MO,2020-06-18,2020-06-24,19757,2404,1085,49,17353,18672
2020-07-02,MO,2020-06-25,2020-07-01,22519,2762,1138,53,19757,21381
2020-07-09,MO,2020-07-02,2020-07-08,25968,3449,1188,50,22519,24780
2020-07-16,MO,2020-07-09,2020-07-15,30355,4387,1230,42,25968,29125
2020-07-23,MO,2020-07-16,2020-07-22,37133,6778,1304,74,30355,35829
2020-07-30,MO,2020-07-23,2020-07-29,48856,11723,1388,84,37133,47468
2020-08-06,MO,2020-07-30,2020-08-05,56529,7673,1488,100,48856,55041
2020-08-13,MO,2020-08-06,2020-08-12,63865,7336,1600,112,56529,62265
2020-08-20,MO,2020-08-13,2020-08-19,72057,8192,1719,119,63865,70338
2020-08-27,MO,2020-08-20,2020-08-26,79840,7783,1847,128,72057,77993
2020-09-03,MO,2020-08-27,2020-09-02,88971,9131,1976,129,79840,86995
2020-09-10,MO,2020-09-03,2020-09-09,98128,9157,2108,132,88971,96020
2020-09-17,MO,2020-09-10,2020-09-16,110153,12025,2269,161,98128,107884
2020-09-24,MO,2020-09-17,2020-09-23,120605,10452,2424,155,110153,118181
2020-10-01,MO,2020-09-24,2020-09-30,133131,12526,2623,199,120605,130508
2020-10-08,MO,2020-10-01,2020-10-07,143456,10325,2864,241,133131,140592
2020-10-15,MO,2020-10-08,2020-10-14,156161,12705,3095,231,143456,153066
2020-10-22,MO,2020-10-15,2020-10-21,169001,12840,3349,254,156161,165652
2020-10-29,MO,2020-10-22,2020-10-28,184999,15998,3629,280,169001,181370
2020-11-05,MO,2020-10-29,2020-11-04,205839,20840,3955,326,184999,201884
2020-11-12,MO,2020-11-05,2020-11-11,236037,30198,4372,417,205839,231665
2020-11-19,MO,2020-11-12,2020-11-18,270480,34443,4832,460,236037,265648
2020-11-26,MO,2020-11-19,2020-11-25,303511,33031,5419,587,270480,298092
2020-12-03,MO,2020-11-26,2020-12-02,327640,24129,6004,585,303511,321636
2020-12-10,MO,2020-12-03,2020-12-09,356945,29305,6587,583,327640,350358
2020-12-17,MO,2020-12-10,2020-12-16,384766,27821,7184,597,356945,377582
2020-12-24,MO,2020-12-17,2020-12-23,409373,24607,7682,498,384766,401691
2020-12-31,MO,2020-12-24,2020-12-30,430300,20927,8158,476,409373,422142
2021-01-07,MO,2020-12-31,2021-01-06,455889,25589,8603,445,430300,447286
2021-01-14,MO,2021-01-07,2021-01-13,480131,24242,9057,454,455889,471074
2021-01-21,MO,2021-01-14,2021-01-20,497607,17476,9471,414,480131,488136
2021-01-28,MO,2021-01-21,2021-01-27,512607,15000,9805,334,497607,502802
2021-02-04,MO,2021-01-28,2021-02-03,524422,11815,10079,274,512607,514343
2021-02-11,MO,2021-02-04,2021-02-10,533443,9021,10276,197,524422,523167
2021-02-18,MO,2021-02-11,2021-02-17,539283,5840,10446,170,533443,528837
2021-02-25,MO,2021-02-18,2021-02-24,545392,6109,10585,139,539283,534807
2021-03-04,MO,2021-02-25,2021-03-03,549581,4189,10674,89,545392,538907
2021-03-11,MO,2021-03-04,2021-03-10,553801,4220,10756,82,549581,543045
2021-03-18,MO,2021-03-11,2021-03-17,558183,4382,10819,63,553801,547364
2021-03-25,MO,2021-03-18,2021-03-24,562675,4492,10876,57,558183,551799
2021-04-01,MO,2021-03-25,2021-03-31,566777,4102,10950,74,562675,555827
2021-04-08,MO,2021-04-01,2021-04-07,570794,4017,11005,55,566777,559789
2021-04-15,MO,2021-04-08,2021-04-14,575258,4464,11057,52,570794,564201
2021-04-22,MO,2021-04-15,2021-04-21,579689,4431,11112,55,575258,568577
2021-04-29,MO,2021-04-22,2021-04-28,584076,4387,11163,51,579689,572913
2021-05-06,MO,2021-04-29,2021-05-05,588854,4778,11220,57,584076,577634
2021-05-13,MO,2021-05-06,2021-05-12,592037,3183,11269,49,588854,580768
2021-05-20,MO,2021-05-13,2021-05-19,594973,2936,11324,55,592037,583649
2021-05-27,MO,2021-05-20,2021-05-26,598140,3167,11369,45,594973,586771
2021-06-03,MO,2021-05-27,2021-06-02,601012,2872,11401,32,598140,589611
2021-06-10,MO,2021-06-03,2021-06-09,604504,3492,11448,47,601012,593056
2021-06-17,MO,2021-06-10,2021-06-16,608731,4227,11503,55,604504,597228
2021-06-24,MO,2021-06-17,2021-06-23,613824,5093,11563,60,608731,602261
2021-07-01,MO,2021-06-24,2021-06-30,620218,6394,11657,94,613824,608561
2021-07-08,MO,2021-07-01,2021-07-07,628194,7976,11742,85,620218,616452
2021-07-15,MO,2021-07-08,2021-07-14,640482,12288,11860,118,628194,628622
2021-07-22,MO,2021-07-15,2021-07-21,656274,15792,12042,182,640482,644232
2021-07-29,MO,2021-07-22,2021-07-28,674619,18345,12242,200,656274,662377
2021-08-05,MO,2021-07-29,2021-08-04,694265,19646,12506,264,674619,681759
2021-08-12,MO,2021-08-05,2021-08-11,713691,19426,12828,322,694265,700863
2021-08-19,MO,2021-08-12,2021-08-18,731804,18113,13162,334,713691,718642
2021-08-26,MO,2021-08-19,2021-08-25,748241,16437,13487,325,731804,734754
2021-09-02,MO,2021-08-26,2021-09-01,764358,16117,13802,315,748241,750556
2021-09-09,MO,2021-09-02,2021-09-08,778904,14546,14054,252,764358,764850
2021-09-16,MO,2021-09-09,2021-09-15,795347,16443,14291,237,778904,781056
2021-09-23,MO,2021-09-16,2021-09-22,808871,13524,14524,233,795347,794347
2021-09-30,MO,2021-09-23,2021-09-29,820742,11871,14748,224,808871,805994
2021-10-07,MO,2021-09-30,2021-10-06,830940,10198,14943,195,820742,815997
2021-10-14,MO,2021-10-07,2021-10-13,839109,8169,15107,164,830940,824002
2021-10-21,MO,2021-10-14,2021-10-20,846381,7272,15246,139,839109,831135
2021-10-28,MO,2021-10-21,2021-10-27,853316,6935,15363,117,846381,837953
2021-11-04,MO,2021-10-28,2021-11-03,860482,7166,15476,113,853316,845006
2021-11-11,MO,2021-11-04,2021-11-10,869731,9249,15577,101,860482,854154
2021-11-18,MO,2021-11-11,2021-11-17,879666,9935,15690,113,869731,863976
2021-11-25,MO,2021-11-18,2021-11-24,891479,11813,15824,134,879666,875655
2021-12-02,MO,2021-11-25,2021-12-01,905249,13770,15964,140,891479,889285
2021-12-09,MO,2021-12-02,2021-12-08,924187,18938,16121,157,905249,908066
2021-12-16,MO,2021-12-09,2021-12-15,943729,19542,16354,233,924187,927375
2021-12-23,MO,2021-12-16,2021-12-22,965368,21639,16608,254,943729,948760
2021-12-30,MO,2021-12-23,2021-12-29,997414,32046,16891,283,965368,980523
2022-01-06,MO,2021-12-30,2022-01-05,1058429,61015,17210,319,997414,1041219
2022-01-13,MO,2022-01-06,2022-01-12,1138892,80463,17644,434,1058429,1121248
2022-01-20,MO,2022-01-13,2022-01-19,1223177,84285,18156,512,1138892,1205021
2022-01-27,MO,2022-01-20,2022-01-26,1296011,72834,18663,507,1223177,1277348
2022-02-03,MO,2022-01-27,2022-02-02,1340437,44426,19100,437,1296011,1321337
2022-02-10,MO,2022-02-03,2022-02-09,1365469,25032,19523,423,1340437,1345946
2022-02-17,MO,2022-02-10,2022-02-16,1379067,13598,19831,308,1365469,1359236
2022-02-24,MO,2022-02-17,2022-02-23,1386752,7685,20079,248,1379067,1366673
2022-03-03,MO,2022-02-24,2022-03-02,1392119,5367,20233,154,1386752,1371886
2022-03-10,MO,2022-03-03,2022-03-09,1396107,3988,20336,103,1392119,1375771
2022-03-17,MO,2022-03-10,2022-03-16,1399330,3223,20423,87,1396107,1378907
2022-03-24,MO,2022-03-17,2022-03-23,1402154,2824,20478,55,1399330,1381676
2022-03-31,MO,2022-03-24,2022-03-30,1405248,3094,20530,52,1402154,1384718
2022-04-07,MO,2022-03-31,2022-04-06,1408749,3501,20573,43,1405248,1388176
2022-04-14,MO,2022-04-07,2022-04-13,1411293,2544,20599,26,1408749,1390694
2022-04-21,MO,2022-04-14,2022-04-20,1414578,3285,20624,25,1411293,1393954
2022-04-28,MO,2022-04-21,2022-04-27,1419080,4502,20651,27,1414578,1398429
2022-05-05,MO,2022-04-28,2022-05-04,1423852,4772,20667,16,1419080,1403185
2022-05-12,MO,2022-05-05,2022-05-11,1430235,6383,20693,26,1423852,1409542
2022-05-19,MO,2022-05-12,2022-05-18,1437967,7732,20710,17,1430235,1417257
2022-05-26,MO,2022-05-19,2022-05-25,1445982,8015,20728,18,1437967,1425254
2022-06-02,MO,2022-05-26,2022-06-01,1455651,9669,20748,20,1445982,1434903
2022-06-09,MO,2022-06-02,2022-06-08,1466876,11225,20778,30,1455651,1446098
2022-06-16,MO,2022-06-09,2022-06-15,1477847,10971,20798,20,1466876,1457049
2022-06-23,MO,2022-06-16,2022-06-22,1489475,11628,20827,29,1477847,1468648
2022-06-30,MO,2022-06-23,2022-06-29,1503043,13568,20869,42,1489475,1482174
2022-07-07,MO,2022-06-30,2022-07-06,1515823,12780,20918,49,1503043,1494905
2022-07-14,MO,2022-07-07,2022-07-13,1531138,15315,20945,27,1515823,1510193
2022-07-21,MO,2022-07-14,2022-07-20,1545615,14477,21020,75,1531138,1524595
2022-07-28,MO,2022-07-21,2022-07-27,1560462,14847,21092,72,1545615,1539370
2022-08-04,MO,2022-07-28,2022-08-03,1573038,12576,21163,71,1560462,1551875
2022-08-11,MO,2022-08-04,2022-08-10,1584655,11617,21229,66,1573038,1563426
2022-08-18,MO,2022-08-11,2022-08-17,1595414,10759,21300,71,1584655,1574114
2022-08-25,MO,2022-08-18,2022-08-24,1604409,8995,21359,59,1595414,1583050
2022-09-01,MO,2022-08-25,2022-08-31,1614232,9823,21420,61,1604409,1592812
2022-09-08,MO,2022-09-01,2022-09-07,1623707,9475,21465,45,1614232,1602242
2022-09-15,MO,2022-09-08,2022-09-14,1633317,9610,21515,50,1623707,1611802
2022-09-22,MO,2022-09-15,2022-09-21,1641049,7732,21570,55,1633317,1619479
2022-09-29,MO,2022-09-22,2022-09-28,1646898,5849,21628,58,1641049,1625270
2022-10-06,MO,2022-09-29,2022-10-05,1651823,4925,21685,57,1646898,1630138
2022-10-13,MO,2022-10-06,2022-10-12,1656548,4725,21713,28,1651823,1634835
2022-10-20,MO,2022-10-13,2022-10-19,1661181,4633,21754,41,1656548,1639427
2022-10-27,MO,2022-10-20,2022-10-26,1666306,5125,21802,48,1661181,1644504
2022-11-03,MO,2022-10-27,2022-11-02,1671248,4942,21839,37,1666306,1649409
2022-11-10,MO,2022-11-03,2022-11-09,1676169,4921,21878,39,1671248,1654291
2022-11-17,MO,2022-11-10,2022-11-16,1680793,4624,21914,36,1676169,1658879
2022-11-24,MO,2022-11-17,2022-11-23,1686461,5668,21966,52,1680793,1664495
2022-12-01,MO,2022-11-24,2022-11-30,1693076,6615,22011,45,1686461,1671065
2022-12-08,MO,2022-12-01,2022-12-07,1700869,7793,22061,50,1693076,1678808
2022-12-15,MO,2022-12-08,2022-12-14,1709240,8371,22129,68,1700869,1687111
2022-12-22,MO,2022-12-15,2022-12-21,1717286,8046,22199,70,1709240,1695087
2022-12-29,MO,2022-12-22,2022-12-28,1723473,6187,22249,50,1717286,1701224
2023-01-05,MO,2022-12-29,2023-01-04,1730256,6783,22319,70,1723473,1707937
2023-01-12,MO,2023-01-05,2023-01-11,1735685,5429,22380,61,1730256,1713305
2023-01-19,MO,2023-01-12,2023-01-18,1740104,4419,22421,41,1735685,1717683
2023-01-26,MO,2023-01-19,2023-01-25,1744569,4465,22474,53,1740104,1722095
2023-02-02,MO,2023-01-26,2023-02-01,1748273,3704,22522,48,1744569,1725751
2023-02-09,MO,2023-02-02,2023-02-08,1752292,4019,22559,37,1748273,1729733
2023-02-16,MO,2023-02-09,2023-02-15,1756266,3974,22591,32,1752292,1733675
2023-02-23,MO,2023-02-16,2023-02-22,1760532,4266,22619,28,1756266,1737913
2023-03-02,MO,2023-02-23,2023-03-01,1764847,4315,22644,25,1760532,1742203
